,id,created_at,date,user_name,screen_name,Sentimen_Title,text,retweets,replies,likes,quotes
1715,1974043292141604934,2025-10-03 9:26:11,2025-10-03,Felicya Natasya,natasyafelicya,positif,"Wahh mantap nihhh! Makan Bergizi Gratis ini tuh real bukan hanya wacana 💯.


https://t.co/k5NlLrTpBx",0,0,0,0
1716,1974043300748538101,2025-10-03 9:26:13,2025-10-03,Boby Pratama,BobyPratams,positif,"janin berkembang baik bikin harapan ortu makin kuat.


https://t.co/F181L8DK3M",0,0,0,0
1717,1974043300282703930,2025-10-03 9:26:13,2025-10-03,Henry Rudiantoro,HryyRudiantor,positif,"Sumpah keren banget sihh pemerintah kita nihh, programnya tuh langsung ke rakyat.


https://t.co/dfyApMAXLt",0,0,0,0
1718,1974043307295592657,2025-10-03 9:26:15,2025-10-03,Polres Semarang,_polressemarang,netral,Testimoni Pelaksanaan MBG di SMP 3 Pabelan https://t.co/jBwMIXaZ7S,0,0,0,0
1719,1974043327537488030,2025-10-03 9:26:19,2025-10-03,sha🍉,episodisha,positif,@meecin_ lebih menggiurkan ketimbang mbg,0,0,0,0
1720,1974043335955505325,2025-10-03 9:26:21,2025-10-03,First Rabbit,lemonmarmalady,negatif,mbg basi tidak enak dan beracun,0,0,0,0
1721,1974043358306632139,2025-10-03 9:26:27,2025-10-03,Ata Apriliany,ata_apriliany8,netral,@John48498223 Setiap UMKM sekarang punya lebih banyak cara berkembang lewat MBG ala Prabowo,0,0,0,0
1722,1974043386345902126,2025-10-03 9:26:33,2025-10-03,Rifki Azalam,RifkiAzalam,positif,"Coba bayangin gaess, anak2 kita kenyang di sekolah trus ibu2 hamil juga jd kuat dan sehat✨.


https://t.co/1gibgrvVvO",0,0,0,0
1723,1974043435037585728,2025-10-03 9:26:45,2025-10-03,Saiful putra,Saifulp53326045,netral,@John48498223 UMKM siap ekspansi bareng peluang yang dibuka MBG bersama Prabowo,0,0,0,0
1724,1974043432873320470,2025-10-03 9:26:45,2025-10-03,Revan Gilarrdiano,gilarrdian,positif,"Gengs jangan lupa dukung terus ya Program Makan Bergizi Gratis biar lebih banyak lagi yang kebagian ✨.


https://t.co/PTDizWfx9d",0,0,0,0
1725,1974043467811860686,2025-10-03 9:26:53,2025-10-03,fatur rohman,faturrrohhmann,positif,"Banyak banget orang diluar sana yg uda nikmatin manfaat dari program ini.


https://t.co/E5ayflqunV",0,0,0,0
1726,1974043482814885926,2025-10-03 9:26:56,2025-10-03,Taufik Fachrul,fachrulcta,positif,"ibu hamil jd tenang anak dlm kandungan dpt gizi cukup.


https://t.co/PphbZcK4hO",0,0,0,0
1727,1974043556957598194,2025-10-03 9:27:14,2025-10-03,Gendis Rarasati,gendisrasati,positif,"program ini bikin roda ekonomi desa muter terus tiap harinya.


https://t.co/04gKRAs2GN",0,0,0,0
1728,1974043598082748935,2025-10-03 9:27:24,2025-10-03,muka ga enak kaya beton,mukabeton,negatif,@ARSIPAJA MBG salah sasaran itu wooyyy!! @setkabgoid,0,0,0,0
1729,1974043597004812488,2025-10-03 9:27:24,2025-10-03,sara 사라,bebeefinn,negatif,@sdenta Emang aneh. Tapi ketua idai (dokter piprim) tetep nolak mbg ya dok,0,0,1,0
1730,1974043685047455777,2025-10-03 9:27:45,2025-10-03,Farhan Muhammad,farhaaanmh,positif,"Sebagai ibu hamil, gue beneran seneng banget sama program ini!.


https://t.co/pUIDg7oBmd",0,0,0,0
1731,1974043692496482722,2025-10-03 9:27:46,2025-10-03,detikJateng,detikjatengcom,netral,Puluhan Siswa SMAN 1 Luragung Diduga Keracunan MBG https://t.co/SQ1BjRJPA1,0,0,0,0
1732,1974043690512625891,2025-10-03 9:27:46,2025-10-03,Fina Lestari,fina_lestari88,netral,@migrazsi Program MBG bikin pelaku UMKM semangat lagi mengejar mimpi bareng Prabowo,0,0,0,0
1733,1974043710947275201,2025-10-03 9:27:51,2025-10-03,Chella Akila,ChelsAkila,positif,"ga perlu ribet janji panjang ini bukti nyata yg keliatan.


https://t.co/F7gTw6v4La",0,0,0,0
1734,1974043849799709112,2025-10-03 9:28:24,2025-10-03,Syahrul Suryo,SuryoSyahr_,positif,"Anak-anak sehat ibu hamil sehat, umkm jd sejahtera - nice job Pemerintah!.


https://t.co/0Fi6fZM6bI",0,0,0,0
1735,1974043863791587728,2025-10-03 9:28:27,2025-10-03,Tina Nastiti,tinnastiti,positif,"Mantep ga sih Program Makan Bergizi Gratis, anak&amp;ibu hamil jd sehat.


https://t.co/b7WmQ8sG3k",0,0,0,0
1736,1974043865427648803,2025-10-03 9:28:28,2025-10-03,OposisiCerdas.com,OposisiCerdas,netral,"Dipimpin Ahli Serangga, Ekonom Ferry Latuhihim Sebut Program MBG Penuh Borok dan Indikasi Korupsi https://t.co/9sIk08bLrf",0,0,2,0
1737,1974043876899131698,2025-10-03 9:28:30,2025-10-03,Inara Kalea,inarakalea1,positif,"rakyat kecil bisa ngerasain langsung bener2 program yg kerasa.


https://t.co/ScctFrgOHb",0,0,0,0
1738,1974043881227649481,2025-10-03 9:28:31,2025-10-03,Arlen Zahra,arlenzhrr,positif,"Gila ya program dari pemerintah ini sangat membantu kita semua kok.


https://t.co/ARcfAHlm7L",0,0,0,0
1739,1974043914442322130,2025-10-03 9:28:39,2025-10-03,Maryanti Inul,yaanimarc,positif,"Pemerintah emang oke banget deh bikin program kayak gini.


https://t.co/PPIToWTAVy",0,0,0,0
1740,1974043931286589782,2025-10-03 9:28:43,2025-10-03,Aliyah Rahma,AliyahRaham,positif,"ibu hamil jg dapet manfaat bnr2 nolong banget buat kesehatan janin.


https://t.co/5BNS8F8RpX",0,0,0,0
1741,1974043959849586887,2025-10-03 9:28:50,2025-10-03,Hani Agilda,HaniAgildaa,positif,"bener2 program yg kerasa langsung ke rakyat kecil bukan sekedar wacana.


https://t.co/2UtEenZtSI",0,0,0,0
1742,1974043964534894907,2025-10-03 9:28:51,2025-10-03,Arya Suta,sutaryaaa,positif,"makanan sehat gratis bikin anak2 ga gampang sakit gampang ceria.


https://t.co/wR1efe0QbQ",0,0,0,0
1743,1974043965788996015,2025-10-03 9:28:52,2025-10-03,otter ling lod,meldotpi,negatif,"Media hanya menyoroti keberhasilan MBG, tapi kenyataan di sekolah sangat berbeda.",0,0,0,0
1744,1974044031530487918,2025-10-03 9:29:07,2025-10-03,burhan dilan,burhhanndilann,positif,"ibu hamil bisa makan layak jd lebih tenang soal kesehatan bayinya.


https://t.co/X97nZg2Heo",0,0,0,0
1745,1974044100107382806,2025-10-03 9:29:24,2025-10-03,Esa Yudistira,esayudistr,positif,"sekolah2 rame krn anak2 rajin hadir udah ga lapar lagi.


https://t.co/nboG6SuFhU",0,0,0,0
1746,1974044111335215439,2025-10-03 9:29:26,2025-10-03,Itoh Masitoh,itohmsitoh,positif,"sekolah rame anak2 semangat krn perut penuh bukan kosong.


https://t.co/bGMVL7LDxr",0,0,0,0
1747,1974044141580403135,2025-10-03 9:29:33,2025-10-03,Tiara Aurora,tiiaraurora,positif,"supply dr umkm bikin rantai ekonomi lokal makin kuat.


https://t.co/s3V2EVfOSE",0,0,0,0
1748,1974044251877966015,2025-10-03 9:30:00,2025-10-03,Informasi,informasicom,netral,"Gubernur Jawa Barat Dedi Mulyadi menegaskan akan menghentikan layanan Satuan Pelayanan Pemenuhan Gizi (SPPG) yang terbukti bermasalah dalam penyediaan makanan Program Makan Bergizi Gratis (MBG). 

https://t.co/uMdyhh7WaT",0,0,1,0
1749,1974044263173308416,2025-10-03 9:30:02,2025-10-03,Prabu Dasamuka,PDasamuka,negatif,stop mbg beracun membunuh anak bangsa,0,0,0,0
1750,1974044319163322677,2025-10-03 9:30:16,2025-10-03,hasna 🔄,xueziminq,negatif,"Program ini hanya bagus di atas kertas, tapi pelaksanaan di lapangan sangat jauh dari ideal.",0,0,0,0
1751,1974044324301320268,2025-10-03 9:30:17,2025-10-03,fajar tri,fajartrr,positif,"bukan sekedar janji janji doang bener2 kerasa manfaatnya.


https://t.co/s6FQBSGxeY",0,0,0,0
1752,1974044340382278022,2025-10-03 9:30:21,2025-10-03,gezabayu,gezabayusans,netral,(7) MBG,0,0,0,0
1753,1974044367959822416,2025-10-03 9:30:27,2025-10-03,Febia Lianti,FebiaLianti,positif,"ga nyangka di desa2 kecil pun udh jalan program makan sehat ini.


https://t.co/3ltzr7xI8b",0,0,0,0
1754,1974044383436742765,2025-10-03 9:30:31,2025-10-03,Reihan Saputra,ReihanSaputts,positif,"pantesan angka gizi buruk turun krn makanan sehat makin terjangkau.


https://t.co/QNbevruayw",0,0,0,0
1755,1974044387962208628,2025-10-03 9:30:32,2025-10-03,Fahri Rangga,fhrirangga,positif,"warung kecil di desa punya pelanggan baru tiap minggu.


https://t.co/dGtWxeTlvw",0,0,0,0
1756,1974044482480841068,2025-10-03 9:30:55,2025-10-03,Evi Ratih,evi_ratih77,positif,"anak kenyang itu investasi bangsa masa depan makin cerah.


https://t.co/LHVS11TGBn",0,0,0,0
1757,1974044529692164102,2025-10-03 9:31:06,2025-10-03,nmulianto,Mulianto_dnt,negatif,"KERACUNAN MBG, Overload ruang IGD, RSUD SOE Buka tenda darurat di depan RS, SOE(3/10/2025) (any)

#MBG #NTT #news #beritaterkini #beritaviral https://t.co/3SwXivsTVX",0,0,0,0
1758,1974044543319417018,2025-10-03 9:31:09,2025-10-03,KOMPAS TV,KompasTV,netral,Respons Ketua DPR Puan soal Kasus Keracunan MBG: Perlu Evaluasi Secara Total dan Diperbaiki https://t.co/3FSa3cieGh,0,1,0,0
1759,1974044559370752501,2025-10-03 9:31:13,2025-10-03,Isha 🍪,ishanayz,negatif,Anak saya mengeluh perutnya sakit setiap kali makan MBG. Ini sangat meresahkan orang tua.,0,0,0,0
1760,1974044562432602328,2025-10-03 9:31:14,2025-10-03,Jung Qun,Jung_Qun,negatif,Pengaduan masyarakat tentang masalah MBG tidak pernah ditanggapi dengan serius.,0,0,0,0
1761,1974044572063051874,2025-10-03 9:31:16,2025-10-03,deva kusuma,devvaakussummaa,positif,"Semoga kedepannya program ini bisa tumbuh dan berkembang lagi ya.


https://t.co/1ohIa2qOq2",0,0,0,0
1762,1974044609723367590,2025-10-03 9:31:25,2025-10-03,matahari,lismantik,positif,"@tempodotco Dagangan baru nih?
Tp kayaknya gak laku deh krn yg suka dg manfaat MBG sangat byk
Siap2 cari topik baru gih @tempodotco",0,0,0,0
1763,1974044633932984596,2025-10-03 9:31:31,2025-10-03,Yolanda 🫶🐦,bayikoala_,negatif,"@randomable_ Di tempatku MBG yg dapet cuma ibu hamil, awalnya anak2 dapet juga termasuk anakku, tp sudah 3 bulan anakku dan temen2nya tidak dpt MBG, tp ibu hamil tetap dapat.. hmm bau bau korupsi kayanya..",0,0,0,0
1764,1974044642845872585,2025-10-03 9:31:33,2025-10-03,りさ,ohana09R,netral,"MBG bukan isu terlarang, tapi cara nanyanya harus elegan. https://t.co/hC18g96Qi7",0,0,0,0
1765,1974044819182805042,2025-10-03 9:32:15,2025-10-03,Pujiono Budi,pujionobudi,positif,"senyum anak2 abis makan itu bukti nyata program ini tepat sasaran.


https://t.co/IbakkzEADF",0,0,0,0
1766,1974044846198567193,2025-10-03 9:32:21,2025-10-03,Indah Amalia,IndahAmlla,positif,"UMKM yg terlibat makin kreatif bikin produk.


https://t.co/fuHQ7L6WJ3",0,0,0,0
1767,1974044872966598658,2025-10-03 9:32:28,2025-10-03,Gilang Purnomo,gilangpurnommo,positif,"Di desa gw anak2 &amp; bumil udh ngerasain manfaaat dari progam ini lho.


https://t.co/cJI9yhIHiC",0,0,0,0
1768,1974044896937009183,2025-10-03 9:32:34,2025-10-03,Eko Putra,ekkoputtraa,positif,"bagusnya lagi ibu hamil bisa terpantau asupan gizi hariannya.


https://t.co/npHLmRKzyB",0,0,0,0
1769,1974044906571379198,2025-10-03 9:32:36,2025-10-03,Jung Qun,Jung_Qun,negatif,"nih MBG tuh bukan solusi malah nambah masalah, gak semua punya kondisi kesehatan yg sama, ntar gak dimakan dibilang gak bersyukur klo dimakan malah sakit. TOLONG CRITICAL THINKINGNYA DIPAKE",0,0,0,0
1770,1974044916339859882,2025-10-03 9:32:38,2025-10-03,Shafiyah heldaarifani,shafiyahhelda,positif,"Manfaat yang timbul dari program ini sangatlah besar lho.


https://t.co/AlK6nW50m5",0,0,0,0
1771,1974044931993026629,2025-10-03 9:32:42,2025-10-03,Widyanti Zahra,WidyantiZs,positif,"Makan Bergizi Gratis asik banget, bantu anak2 &amp; bumil jd lebih sehat.


https://t.co/BD2TWpvGNL",0,0,0,0
1772,1974044930889953625,2025-10-03 9:32:42,2025-10-03,Manda Tiara,mandatiar,positif,"UMKM kita makin kuat berkat Program Makan Bergizi Gratis 🎉.


https://t.co/z2AIwVplrS",0,0,0,0
1773,1974044973717926219,2025-10-03 9:32:52,2025-10-03,Helmi La Ugi,Mi73Hel,negatif,@RadioElshinta Program MBG yg terus menelan korban keracunan pada diem.,0,0,0,0
1774,1974044988750148039,2025-10-03 9:32:55,2025-10-03,Gilang Fauzan,glgfznnn,positif,"akhirnya ada program yg ga ribet tapi manfaatnya kerasa banget.


https://t.co/P7U615JveW",0,0,0,0
1775,1974045007624736988,2025-10-03 9:33:00,2025-10-03,Fadia Hana,fadiahanaa,positif,"ketahanan pangan desa makin kuat krn semua bahan dari lokal.


https://t.co/bm1Z6elzTO",0,0,0,0
1776,1974045015212241168,2025-10-03 9:33:02,2025-10-03,Henda Syarif,hendasyrf,positif,"Anak2 punya masa depan lebih cerah, itu yg penting.


https://t.co/UlIXaFLCSB",0,0,0,0
1777,1974045049106379204,2025-10-03 9:33:10,2025-10-03,fani pake i,imsofakingfani,negatif,berarti anak/cucu² pejabat hrs diracunin semua biar gk ush ad mbg kntl lg,0,0,0,0
1778,1974045074926579894,2025-10-03 9:33:16,2025-10-03,David Matindas,davidmatindas,positif,"keluarga miskin jd ga khawatir anak sekolahnya kelaperan lagi.


https://t.co/ByeinmudPi",0,0,0,0
1779,1974045115279663499,2025-10-03 9:33:26,2025-10-03,Marsella Anandani,MarsellaAnd,positif,"Makan gratis tp bergizi, jd ga asal kenyang doang.


https://t.co/vkRUTw8IyA",0,0,0,0
1780,1974045131733942526,2025-10-03 9:33:30,2025-10-03,redi sanjaya,redisanjjayyaa,positif,"kalo gini caranya, gap gizi kota dan desa bisa makin kecil.


https://t.co/KWQdWBQFBE",0,0,0,0
1781,1974045148800758018,2025-10-03 9:33:34,2025-10-03,budimanyuuuuuu,budimanyuuuuuu,positif,"Ngebantu bgt buat ibu2 yg tiap hari bingung masak apa buat anaknya.


https://t.co/d0gnychnSz",0,0,0,0
1782,1974045153980788970,2025-10-03 9:33:35,2025-10-03,Joko Pruwiryo,jokopruwir,positif,"seneng liat petani lokal dapet pasar tetap tiap minggunya.


https://t.co/NUw8l0z26k",0,0,0,0
1783,1974045153191944573,2025-10-03 9:33:35,2025-10-03,Cah Alas,JalmowonoArief,positif,"@DivHumas_Polri Kenapa sih polisi apa² ikut²an nimbrung?
MBG nimbrung
Ketahanan pangan nimbrung...
Emang hebat banget ya???",0,0,0,0
1784,1974045166597255375,2025-10-03 9:33:38,2025-10-03,acey ☆ #HEEtober🦌,lhzeusim,negatif,"Daripada jalankan program seperti ini, lebih baik benahi dulu sistem manajemennya.",0,0,0,0
1785,1974045231998738533,2025-10-03 9:33:53,2025-10-03,Dean Saputra,deansaputra_,positif,"bayi lahir sehat krn ibunya dapet nutrisi cukup, ini investasi jangka panjang.


https://t.co/RP2DhXhgGe",0,0,0,0
1786,1974045292409258092,2025-10-03 9:34:08,2025-10-03,Nadya Putri,NadyaPuutr,positif,"UMKM lokal ikut kebagian rejeki, dagangan sayur lauk makin laku.


https://t.co/c5xvA1Y79O",0,0,0,0
1787,1974045303029313837,2025-10-03 9:34:10,2025-10-03,Melati Wati,melatiwatii,positif,"kalo berlanjut terus, masa depan generasi bisa jauh lebih baik.


https://t.co/7S2DGIxuCP",0,0,0,0
1788,1974045327477907733,2025-10-03 9:34:16,2025-10-03,Sindy Claudia,sindyclaud,positif,"Salut bgt sm ide pake UMKM lokal jd penyedia bahan, cerdas.


https://t.co/TQXmZ2Jc2V",0,0,0,0
1789,1974045346855796960,2025-10-03 9:34:21,2025-10-03,Haye Targaryen,_haye_,negatif,Saya heran kenapa kualitas makanan berbeda-beda di setiap sekolah. Tidak ada standar nasional yang jelas.,1,2,1,0
1790,1974045398592524310,2025-10-03 9:34:33,2025-10-03,Alagta Movitz-Movits (jazz fusion arc),LisanAlGarpit,negatif,Sudah beberapa kali makanan MBG datang dengan jumlah yang kurang dari daftar penerima.,0,0,1,0
1791,1974045404212920341,2025-10-03 9:34:35,2025-10-03,Umar Juno,JunoUmar3,positif,"program ini keliatan simple tapi efeknya gede banget.


https://t.co/zToNwsRDax",0,0,0,0
1792,1974045444121530570,2025-10-03 9:34:44,2025-10-03,Sheysa Safira,sheysasfr,negatif,Program ini justru menambah beban sekolah karena tidak ada bantuan logistik dan tenaga tambahan.,0,0,0,0
1793,1974045463516193115,2025-10-03 9:34:49,2025-10-03,mejikjerkosan,inanjar_,netral,nih gue kasih saran alat bersihin ompreng buat dapur MBG @prabowo,0,0,0,0
1794,1974045477541650569,2025-10-03 9:34:52,2025-10-03,Ikhsan Sampurna,IkhsanIkhsans,positif,"program gini bikin ekonomi desa muter, bahan2 lokal dibeli rutin.


https://t.co/931uTDRiiN",0,0,0,0
1795,1974045495426216179,2025-10-03 9:34:56,2025-10-03,Mario Farhan,mariofrhan,positif,"ibu hamil di pelosok jg dapet jatah sehat ga diskriminasi.


https://t.co/w1mJboNIE3",0,0,0,0
1796,1974045493916512624,2025-10-03 9:34:56,2025-10-03,Jadmiko rifaneljaya,jadmikorifan,positif,"anak2 bisa tumbuh tinggi kuat ga kalah sama negara lain.


https://t.co/RLZzJ7hgGs",0,0,0,0
1797,1974045514032398580,2025-10-03 9:35:01,2025-10-03,Coco 🚷,MyfavMeerkat,positif,Ngomongin jajanan abang2 lbh bersih dr mbg keinget ini wkwkkwkwkw kita jajan pinggir jalan kuat bgt ini perut. Dimasukin mbg muntah berarti level meracuninya udah +++++++ 😂💥,0,0,0,0
1798,1974045525235449959,2025-10-03 9:35:03,2025-10-03,Sadam Muhamad,SadamMuhammm,positif,"UMKM jadi bagian solusi bukan cuma penonton.


https://t.co/8ypZwyxl9r",0,0,0,0
1799,1974045527433175437,2025-10-03 9:35:04,2025-10-03,Heru Prasetia,heruyaheru,negatif,"Lagi-lagi, emak-emak memprotes MBG yang sentralistik dan militeristik mbg beracun https://t.co/Y11eCf7DNG",1,0,2,0
1800,1974045541391872170,2025-10-03 9:35:07,2025-10-03,mas jun,tawonalfamaret,netral,@gina_vivu Buat wadah mbg aja umi,0,0,0,0
1801,1974045592306237852,2025-10-03 9:35:19,2025-10-03,Farhan Hadian,farhanhdian,positif,"janin sehat bikin harapan keluarga makin besar.


https://t.co/kTDhN8xc76",0,0,0,0
1802,1974045660384260504,2025-10-03 9:35:36,2025-10-03,andri putra,anddriiptraa,positif,"anak tumbuh tinggi sehat bikin ortu makin bangga.


https://t.co/nyW9gXr7pd",0,0,0,0
1803,1974045716596339183,2025-10-03 9:35:49,2025-10-03,Dessy Anisa,DessyAnisaaa,positif,"Ibu hamil dpt nutrisi gratis, jd ga was2 lagi soal gizi anaknya.


https://t.co/dM8EtNkVnC",0,0,0,0
1804,1974045731578392591,2025-10-03 9:35:53,2025-10-03,Vian Jonas,vianjonas,positif,"sekolah jadi tempat yg ditunggu anak2 bukan ditakutin lagi.


https://t.co/ILO5eTSOF6",0,0,0,0
1805,1974045748665987207,2025-10-03 9:35:57,2025-10-03,Peyekteri,RSoeman,positif,"@somexthread Bapak ke sekolah-sekolah aja, sisa mbg InshaAllah banyak dan mengenyangkan..",0,0,0,0
1806,1974045796955009265,2025-10-03 9:36:08,2025-10-03,Farid Mulyadi,faridmulyadii,positif,"UMKM lokal jadi lebih dihargai ga kalah sama produk besar.


https://t.co/5UTgPcGgBo",0,0,0,0
1807,1974045821403607553,2025-10-03 9:36:14,2025-10-03,Jaka Nanang,Jakaanaang,positif,"pencegahan stunting jadi nyata bukan cuma slogan.


https://t.co/lGTYYVoMbp",0,0,0,0
1808,1974045886163321220,2025-10-03 9:36:29,2025-10-03,Miftah Maulana,mifthmaul,negatif,Siswa dengan alergi makanan tidak diperhatikan. Tidak ada informasi kandungan bahan secara jelas.,0,0,0,0
1809,1974045888122146998,2025-10-03 9:36:30,2025-10-03,arsyila hanadi,arsyila_hanadii,positif,"@migrazsi Waktu yang pas buat UMKM tumbuh bareng MBG, ada spirit besar dari Prabowo",0,0,0,0
1810,1974045923086127419,2025-10-03 9:36:38,2025-10-03,nie,panoie,netral,@KucengTerbanggg ini hiu goreng mbg ya?,0,0,0,0
1811,1974045931545772128,2025-10-03 9:36:40,2025-10-03,Icha Wijaya,IchaWija,positif,"anak2 bisa tumbuh tinggi sehat ga gampang sakit2an lagi.


https://t.co/lQ0BhrpCc5",0,0,0,0
1812,1974045931487269221,2025-10-03 9:36:40,2025-10-03,Ali Handoko,alihandokoo,positif,"UMKM bangkit bareng sama semangat anak2 sekolah.


https://t.co/Ccjb6ntxNv",0,0,0,0
1813,1974045947165380943,2025-10-03 9:36:44,2025-10-03,Elvin Iqbal,ElvinIqbalb,negatif,Program MBG tidak melibatkan tenaga ahli gizi. Menu terlihat asal-asalan dan tidak memenuhi nutrisi seimbang.,0,0,0,0
1814,1974045955092574684,2025-10-03 9:36:46,2025-10-03,ciio,si_ciio,negatif,"Banyak sekolah masih belum siap fasilitas penyimpanan makanan. Hasilnya, makanan cepat rusak.",0,0,0,0
1815,1974045958184055009,2025-10-03 9:36:47,2025-10-03,Siti Asiyah,SitiAsyhgf,positif,"Gaes, skrng banyak banget lho UMKM yang sukses krn program iniii! Asli kece parah .


https://t.co/NZpGGfQCxK",0,0,0,0
1816,1974046054351056906,2025-10-03 9:37:10,2025-10-03,NowNow,Ari_ChesterFN,netral,@ardisatriawan Kok bisa kesimpulan bukan akibat konsumsi mbg tapi engga ada otopsi,0,0,0,0
1817,1974046078992548175,2025-10-03 9:37:15,2025-10-03,𝔹𝕚𝕃𝕃 ℝ𝕒𝕐,BiLLRaY2019,negatif,"Lagi-lagi keracunan MBG..!

Jum'at 3 Okt. 2025 https://t.co/1PtmtIqzlZ",2,1,5,0
1818,1974046100291215484,2025-10-03 9:37:20,2025-10-03,Pradikta Arhan,pradiktarhan,positif,"anak sekolah skrg ga cuma mikirin jajan tp makan sehat rutin.


https://t.co/rbwgDIiZmr",0,0,0,0
1819,1974046112085406160,2025-10-03 9:37:23,2025-10-03,Syafri Zain,ZainAris,negatif,@abu_waras Salah alokasi anggaran saja om. Utk MBG yg gak jelas negara punya byk anggaran,0,0,0,0
1820,1974046122277810513,2025-10-03 9:37:26,2025-10-03,Fajar Permana,fjrprmanaa,positif,"semua pihak merasakan dampaknya bukan cuma penerima manfaat.


https://t.co/At3iOvyxDE",0,0,0,0
1821,1974046153479238121,2025-10-03 9:37:33,2025-10-03,Dinda Sabilah,dindasabilahh,positif,"stunting makin turun gara2 anak2 dapet makanan bergizi tiap hari.


https://t.co/mfipxvhoev",0,0,0,0
1822,1974046173469274116,2025-10-03 9:37:38,2025-10-03,Dandi Firmansyah,dndifrmnnsyh,positif,"anak kecil jd lebih aktif main krn tenaga dari makanan sehat.


https://t.co/HTkP3GwiFV",0,0,0,0
1823,1974046208114250234,2025-10-03 9:37:46,2025-10-03,Shakila Amira,shakilaamr,positif,"Woww ini dia contoh pemerintahan yang kerja beneran bukan cuma omong doankkkk .


https://t.co/wugPqkzwFg",0,0,0,0
1824,1974046224178180142,2025-10-03 9:37:50,2025-10-03,arisha suci,arishasucci,positif,"Jutaan orang diluar sana udah merasakan manfaat dari program ini Yoii .


https://t.co/18fEZviHFJ",0,0,0,0
1825,1974046282256949488,2025-10-03 9:38:04,2025-10-03,Bagus Dwianto,BaahDwianto,positif,"Gak cuma anak sekolah dan ibu hamil aja yg diuntungkan, UMKM lokal pun ikut majuu!.


https://t.co/nSE5p2ap0D",0,0,0,0
1827,1974046369733382523,2025-10-03 9:38:25,2025-10-03,Saputri Hanum,hanumsptri,positif,"Program inii bikin aku percaya kalo pemerintahan kita emang juaraaa! .


https://t.co/oWYUrSuPW5",0,0,0,0
1828,1974046393363832922,2025-10-03 9:38:30,2025-10-03,Dessy Akasia,DessyAkasia,positif,"ga cuma kasih makan gratis tp juga bikin ekonomi desa berputar.


https://t.co/e7OABO8hFY",0,0,0,0
1829,1974046452403065307,2025-10-03 9:38:44,2025-10-03,Jamiluddin Remi,JamiluddinR,positif,"sekolah makin rame krn ada makanan gratis yg bikin hepi.


https://t.co/3d4j6C3bGP",0,0,0,0
1830,1974046461831885095,2025-10-03 9:38:47,2025-10-03,Chantal,GomenChantal,positif,"Dukung Program MBG untuk anak-anak kita! Dengan pengawasan ketat dan standar higienis, mari pastikan makan bergizi gratis aman dan bermanfaat bagi tumbuh kembang mereka. Bersama wujudkan generasi sehat! #MBGSehat #InvestasiMasaDepan #AnakSehatIndonesia #IndonesiaEmas https://t.co/kaIxTiNpt8",0,0,0,0
1831,1974046486016225530,2025-10-03 9:38:52,2025-10-03,Dini Saputri,dinispturi,positif,"Denger-denger nih si UMKM lokal juga dapet untung gede dari program ini.


https://t.co/0UwXR7YEIt",0,0,0,0
1832,1974046484594094519,2025-10-03 9:38:52,2025-10-03,Kelvin Mahesa,KelvinMahe,positif,"Jangan lupa dukung penuh ya biar dapet hasil maksimal! GoIndonesia!.


https://t.co/Up1g9vB6cO",0,0,0,0
1833,1974046489694646569,2025-10-03 9:38:53,2025-10-03,Marisha Indriani,IndrianiMarisha,positif,"ibu hamil jg jadi lebih sehat anak lahir lebih kuat imunnya.


https://t.co/HU1idlTsBr",0,0,0,0
1834,1974046548104519917,2025-10-03 9:39:07,2025-10-03,Darwis Zaenudiin,DarwisZaenuddin,positif,"anak2 senyum kenyang tiap hari itu dampak nyata yg priceless.


https://t.co/Ye7PLzmttY",0,0,0,0
1835,1974046545575399661,2025-10-03 9:39:07,2025-10-03,Keisya Lestari,KeisyaLestar1,positif,"umkm desa kebanjiran order dagangan makin laku keras.


https://t.co/urgQZVgW55",0,0,0,0
1836,1974046573156769854,2025-10-03 9:39:13,2025-10-03,Nurdin maulana,nrmaulannna,positif,"program makan sehat bikin gap antar daerah makin kecil.


https://t.co/gDefaWJZ03",0,0,0,0
1837,1974046574482223277,2025-10-03 9:39:14,2025-10-03,𝐏𝐀𝐇𝐎_𝐬.𝐲,theband41453401,negatif,@MurtadhaOne1 Dana tuk beli kain dan menjahit di kurangi buat MBG. maka'y kualitas jahitan bendera kurang kuat...😂,0,0,0,0
1838,1974046581293830585,2025-10-03 9:39:15,2025-10-03,IBIAYE JNR,IbiayeJnr6218,netral,@ephraim_akundu @Zak_MBG @OpenAI @multibank_io I can't wait,0,0,0,0
1839,1974046591636930610,2025-10-03 9:39:18,2025-10-03,Maya Nurseha,mayanursehaa,positif,"generasi sehat lahir dr program makan bergizi yg konsisten.


https://t.co/ax6neYIbUp",0,0,0,0
1840,1974046609723072677,2025-10-03 9:39:22,2025-10-03,Amlia vikasyarifa,amliavikasyaaa,positif,"kalo stunting bisa ditekan artinya negara maju beneran.


https://t.co/DrKeQNTCXB",0,0,0,0
1841,1974046614609445106,2025-10-03 9:39:23,2025-10-03,Faris Adhitama,FrisAdhitama,netral,"ibu hamil tenang karna ada tambahan gizi tiap minggu.


https://t.co/LyPRqXZgMK",0,0,0,0
